companyid;companyname;ticker;price;p_l;p_vp;p_ebit;p_ativo;ev_ebit;margembruta;margemebit;margemliquida;p_sr;p_capitalgiro;p_ativocirculante;giroativos;roe;roa;roic;dividaliquidapatrimonioliquido;dividaliquidaebit;pl_ativo;passivo_ativo;liquidezcorrente;peg_ratio;receitas_cagr5;liquidezmediadiaria;vpa;lpa;valormercado;segmentid;sectorid;subsectorid;subsectorname;segmentname;sectorname;dy;lucros_cagr5;datacarga
185;METALFRIO SOLUTIONS S.A.;FRIO3;341,0;-13,15;-3,18;10,99;0,81;21,83;16,9;6,84;-5,72;0,75;-2,27;-2,85;1,08;-24,21;-6,15;9,74;;10,84;-0,25;1,21;0,67;0,31;15,09;410526,0;-107,11;-25,93;1400403114,0;8;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Bens Industriais;;;02/20/24 12:07
281;POMIFRUTAS S/A;FRTA3;1,5;-0,54;-0,04;-2,05;0,1;-45,21;16,44;-20,02;-75,7;0,41;-0,03;-0,11;0,25;-7,67;-18,86;20,62;;-43,16;-2,46;3,46;0,03;0,0;-33,74;41865,38;-36,14;-2,77;3080409,0;42;3,0;16,0;Agropecuária;Agricultura;Consumo não Cíclico;;;02/20/24 12:07
352;FUTURETEL S.A.;FTRT3B;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0;0,0;0,0;-0,95;-0,9;-2,42;0,0;0,0;0,95;0,05;0,0;0,0;;;0,01;0,0;0,0;57;4,0;25,0;Outros;Outros;Financeiro e Outros;;;02/20/24 12:07
774;G2D INVESTMENTS LTD;G2DI33;1,91;3,2;0,26;3,01;0,24;3,97;100,0;82,45;77,51;2,48;-9,01;-0,24;0,1;8,22;7,38;7,89;0,08;0,96;0,9;0,1;0,46;-0,03;;74295,18;7,25;0,6;219757701,08;61;4,0;28,0;Serviços Financeiros Diversos;Gestão de Recursos e Investimentos;Financeiro e Outros;;;02/20/24 12:07
413;BIOTOSCANA INVESTMENTS S.A.;GBIO33;10,4;-14,97;1,32;40,09;0,79;47,57;43,48;3,79;-10,14;1,52;7,57;-1,43;0,52;-8,83;-5,29;-0,1;0,25;7,48;0,6;0,4;1,31;0,06;12,83;;7,86;-0,69;1108871982,4;77;7,0;36,0;Comércio e Distribuição;Medicamentos e Outros Produtos;Saúde;;;02/20/24 12:07
479;RIO PARANAPANEMA ENERGIA S.A.;GEPA3;26,97;7,47;1,2;4,89;0,72;5,54;42,67;37,35;24,44;1,83;-6,39;-0,83;0,39;16,06;9,61;13,62;0,22;0,89;0,6;0,4;0,54;0,06;-1,18;10809,5;22,48;3,61;2424102374,61;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,01;6,94;02/20/24 12:07
479;RIO PARANAPANEMA ENERGIA S.A.;GEPA4;25,02;6,93;1,11;4,53;0,67;5,54;42,67;37,35;24,44;1,69;-5,93;-0,77;0,39;16,06;9,61;13,62;0,22;0,89;0,6;0,4;0,54;0,05;-1,18;18053,7;22,48;3,61;2424102374,61;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,25;6,94;02/20/24 12:07
830;GETNET ADQUIRENCIA E SERV PARA MEIOS DE PGTO S.A.;GETT11;4,81;15,12;2,48;14,55;0,16;;41,43;18,41;17,71;2,68;6,28;-3,92;0,06;16,41;1,07;10,57;0,17;0,99;0,07;0,93;1,03;0,13;;;1,94;0,32;;62;4,0;28,0;Serviços Financeiros Diversos;Serviços Financeiros Diversos;Financeiro e Outros;;;02/20/24 12:07
830;GETNET ADQUIRENCIA E SERV PARA MEIOS DE PGTO S.A.;GETT3;2,4;7,55;1,24;7,26;0,08;;41,43;18,41;17,71;1,34;3,13;-1,96;0,06;16,41;1,07;10,57;0,17;0,99;0,07;0,93;1,03;0,07;;;1,94;0,32;;62;4,0;28,0;Serviços Financeiros Diversos;Serviços Financeiros Diversos;Financeiro e Outros;;;02/20/24 12:07
830;GETNET ADQUIRENCIA E SERV PARA MEIOS DE PGTO S.A.;GETT4;2,4;7,55;1,24;7,26;0,08;;41,43;18,41;17,71;1,34;3,13;-1,96;0,06;16,41;1,07;10,57;0,17;0,99;0,07;0,93;1,03;0,07;;;1,94;0,32;;62;4,0;28,0;Serviços Financeiros Diversos;Serviços Financeiros Diversos;Financeiro e Outros;;;02/20/24 12:07
234;GAFISA S.A.;GFSA3;6,36;-2,03;0,26;-1,61;0,08;-7,8;3,46;-23,01;-18,28;0,37;0,24;-0,27;0,23;-12,88;-4,13;-8,1;1,0;-6,19;0,32;0,68;2,03;0,0;7,64;73633437,18;24,36;-3,14;440641660,8;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;;;02/20/24 12:07
398;GERDAU S.A.;GGBR3;19,93;4,31;0,69;2,91;0,46;3,49;17,5;16,69;11,27;0,49;1,72;-0,77;0,94;16,07;10,64;15,45;0,11;0,45;0,66;0,34;2,93;-0,11;17,42;1153516,21;28,8;4,63;36556545315,14;74;5,0;34,0;Siderurgia e Metalurgia;Siderurgia;Materiais Básicos;8,08;;02/20/24 12:07
398;GERDAU S.A.;GGBR4;21,26;4,59;0,74;3,1;0,49;3,49;17,5;16,69;11,27;0,52;1,84;-0,82;0,94;16,07;10,64;15,45;0,11;0,45;0,66;0,34;2,93;-0,11;17,42;193701199,5;28,8;4,63;36556545315,14;74;5,0;34,0;Siderurgia e Metalurgia;Siderurgia;Materiais Básicos;7,57;;02/20/24 12:07
767;GPS PARTICIPACOES E EMPREENDIMENTOS S.A.;GGPS3;18,68;21,13;4,26;11,4;1,3;11,87;17,38;10,75;5,8;1,22;3,86;-3,0;1,06;20,15;6,15;13,59;0,17;0,46;0,3;0,69;2,45;0,7;;30730507,71;4,39;0,88;12569583992,9;108;1,0;6,0;Transporte;Logística;Bens Industriais;1,39;;02/20/24 12:07
643;GRUPO MATEUS S.A.;GMAT3;7,41;14,32;1,98;10,48;1,09;12,11;21,56;6,17;4,52;0,65;2,69;-2,85;1,68;13,8;7,59;12,73;0,31;1,62;0,55;0,44;2,9;0,7;30,71;32170449,0;3,75;0,52;16371254445,39;47;3,0;19,0;Comércio e Distribuição;Alimentos;Consumo não Cíclico;;48,33;02/20/24 12:07
428;NOTRE DAME INTERMEDICA PARTICIPACOES SA;GNDI3;66,95;-3584,81;5,84;104,45;2,38;109,34;18,55;3,28;-0,1;3,42;79,65;-3,01;0,69;-0,16;-0,07;2,22;0,27;4,9;0,41;0,59;1,17;35,34;29,03;;11,47;-0,02;41526443086,05;80;7,0;39,0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;;;02/20/24 12:07
399;METALURGICA GERDAU S.A.;GOAU3;10,36;3,9;0,6;0,89;0,14;1,25;17,5;16,6;3,8;0,15;0,5;-0,24;0,93;15,29;3,54;15,06;0,25;0,38;0,23;0,33;3,02;-0,09;17,42;1007476,56;17,38;2,66;10478525910,45;74;5,0;34,0;Siderurgia e Metalurgia;Siderurgia;Materiais Básicos;15,35;;02/20/24 12:07
399;METALURGICA GERDAU S.A.;GOAU4;10,03;3,77;0,58;0,86;0,13;1,25;17,5;16,6;3,8;0,14;0,49;-0,23;0,93;15,29;3,54;15,06;0,25;0,38;0,23;0,33;3,02;-0,09;17,42;79718249,68;17,38;2,66;10478525910,45;74;5,0;34,0;Siderurgia e Metalurgia;Siderurgia;Materiais Básicos;15,85;;02/20/24 12:07
203;GOL LINHAS AEREAS INTELIGENTES S.A.;GOLL4;2,73;82,17;-0,4;3,13;0,51;3,82;29,03;15,11;0,58;0,47;-0,84;-0,64;1,07;-0,48;0,62;-23,52;;3,41;-1,28;2,28;0,25;-0,8;8,03;76799551,79;-6,88;0,03;1144688776,14;15;1,0;6,0;Transporte;Transporte Aéreo;Bens Industriais;;41,44;02/20/24 12:07
452;CIA CELG DE PARTICIPACOES - CELGPAR;GPAR3;50,0;91,48;5,48;-49183,03;5,24;-46913,4;-23,58;-1,12;602,31;551,01;18,65;-7,39;0,01;5,99;5,73;-1,18;-0,25;2269,63;0,96;0,04;30,83;-0,96;-9,31;5000,0;9,13;0,55;3983825100,0;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;-50,35;02/20/24 12:07
364;GP INVESTMENTS, LTD.;GPIV33;2,75;-0,47;0,26;-0,43;0,08;0,03;100,0;124,93;113,1;;0,79;-0,14;-0,16;-54,77;-17,67;-23,53;-0,28;0,46;0,32;0,46;1,38;-0,02;;398906,21;10,66;-5,84;247786261,25;61;4,0;28,0;Serviços Financeiros Diversos;Gestão de Recursos e Investimentos;Financeiro e Outros;;;02/20/24 12:07
801;HUMBERG AGRIBRASIL COM. E EXPORT. DE GRÃOS S.A.;GRAO3;0,0;0,0;0,0;0,0;0,0;3,54;3,46;1,21;1,33;0,0;0,0;0,0;2,89;24,4;3,85;0,24;0,78;3,54;0,16;0,75;0,87;0,0;;;1,3;0,32;0,0;42;3,0;16,0;Agropecuária;Agricultura;Consumo não Cíclico;;;02/20/24 12:07
484;GRENDENE S.A.;GRND3;6,41;11,18;1,66;22,63;1,5;19,9;43,97;10,49;21,23;2,37;2,71;-4,19;0,63;14,85;13,38;6,59;-0,2;-2,74;0,9;0,1;7,09;-0,85;2,21;7510337,59;3,86;0,57;5782845600,0;32;2,0;13,0;Tecidos. Vestuário e Calçados;Calçados;Consumo Cíclico;21,64;-4,78;02/20/24 12:07
308;GENERAL SHOPPING E OUTLETS DO BRASIL S.A.;GSHP3;14,0;-1,6;-0,03;0,65;0,02;43,15;68,37;26,36;-10,72;0,17;-0,44;-0,02;0,1;-2,01;-1,08;2,87;;42,5;-0,54;1,54;0,81;0,02;-9,39;7883,8;-435,81;-8,74;27002766,0;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;;;02/20/24 12:07
223;GUARARAPES CONFECCOES S.A.;GUAR3;5,16;-15,92;0,52;8,9;0,19;14,83;58,32;3,34;-1,87;0,3;0,77;-0,51;0,63;-3,24;-1,17;3,29;0,34;5,93;0,36;0,64;1,62;0,1;5,59;9130451,21;9,99;-0,32;2575872000,0;22;2,0;8,0;Comércio;Tecidos. Vestuário e Calçados;Consumo Cíclico;;;02/20/24 12:07
223;GUARARAPES CONFECCOES S.A.;GUAR4;151,0;-465,97;15,12;260,46;5,47;14,83;58,32;3,34;-1,87;8,71;22,57;-14,82;0,63;-3,24;-1,17;3,29;0,34;5,93;0,36;0,64;1,62;2,85;5,59;;9,99;-0,32;2575872000,0;22;2,0;8,0;Comércio;Tecidos. Vestuário e Calçados;Consumo Cíclico;;;02/20/24 12:07
168;HAGA S.A. INDUSTRIA E COMERCIO;HAGA3;2,48;4,08;-0,53;5,01;0,5;-0,34;25,37;20,32;24,98;1,02;1,18;-3,29;0,49;-13,04;12,15;-15,44;;-3,41;-0,93;1,93;1,97;0,04;2,91;5685,43;-4,67;0,61;18088000,48;4;1,0;2,0;Construção e Engenharia;Produtos para Construção;Bens Industriais;;;02/20/24 12:07
168;HAGA S.A. INDUSTRIA E COMERCIO;HAGA4;1,05;1,73;-0,23;2,12;0,21;-0,34;25,37;20,32;24,98;0,43;0,5;-1,39;0,49;-13,04;12,15;-15,44;;-3,41;-0,93;1,93;1,97;0,02;2,91;11564,06;-4,67;0,61;18088000,48;4;1,0;2,0;Construção e Engenharia;Produtos para Construção;Bens Industriais;;;02/20/24 12:07
426;HAPVIDA PARTICIPACOES E INVESTIMENTOS SA;HAPV3;3,56;-26,2;0,55;168,16;0,36;202,48;24,41;0,59;-3,8;1,0;63,04;-0,41;0,36;-2,09;-1,37;-0,36;0,11;34,32;0,66;0,34;1,05;-0,09;43,91;283980649,94;6,51;-0,14;26840489216,28;80;7,0;39,0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;;;02/20/24 12:07
235;HELBOR EMPREENDIMENTOS S.A.;HBOR3;2,66;8,79;0,26;1,75;0,06;9,97;28,28;17,76;3,54;0,31;0,16;-0,15;0,2;2,9;0,7;4,2;1,2;8,22;0,24;0,6;3,03;-0,35;11,84;1674441,12;10,42;0,3;356043851,52;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;3,44;;02/20/24 12:07
671;HBR REALTY EMPREENDIMENTOS IMOBILIARIOS S/A;HBRE3;5,0;9,78;0,27;2,11;0,12;6,15;82,3;160,69;34,6;3,39;123,02;-0,13;0,04;2,76;1,22;5,85;0,52;4,05;0,44;0,42;1,02;-0,14;21,74;1905521,97;18,5;0,51;515944905,0;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;;-8,7;02/20/24 12:07
633;HIDROVIAS DO BRASIL S.A.;HBSA3;3,6;51,55;1,73;5,9;0,43;13,56;38,61;23,12;2,64;1,36;3,32;-0,55;0,31;3,35;0,83;6,62;2,25;7,67;0,25;0,75;2,44;-0,22;17,46;14314766,68;2,09;0,07;2737377514,8;17;1,0;6,0;Transporte;Transporte Hidroviário;Bens Industriais;;35,34;02/20/24 12:07
305;CIA HABITASUL DE PARTICIPACOES;HBTS5;35,0;3,0;0,55;2,65;0,23;4,19;85,98;163,47;144,77;4,34;6,43;-0,25;0,05;18,44;7,54;14,92;0,32;1,54;0,41;0,59;1,67;0,0;49,55;44230,91;63,34;11,68;319679045,0;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;8,28;;02/20/24 12:07
273;HERCULES S.A. FABRICA DE TALHERES;HETA3;96,0;0,24;-0,14;28,61;3,85;200,93;100,0;51,79;6253,57;14,82;-15,71;-4,79;0,26;-58,7;1625,38;385,0;;189,7;-27,69;28,69;0,44;0,0;3,27;;-690,16;405,13;19213176,2;37;2,0;14,0;Utilidades Domésticas;Utensílios Domésticos;Consumo Cíclico;;;02/20/24 12:07
273;HERCULES S.A. FABRICA DE TALHERES;HETA4;8,2;0,02;-0,01;2,44;0,33;200,93;100,0;51,79;6253,57;1,27;-1,34;-0,41;0,26;-58,7;1625,38;385,0;;189,7;-27,69;28,69;0,44;0,0;3,27;11733,68;-690,16;405,13;19213176,2;37;2,0;14,0;Utilidades Domésticas;Utensílios Domésticos;Consumo Cíclico;;;02/20/24 12:07
271;CIA HERING;HGTX3;37,5;101,99;3,57;-707,65;2,48;-713,65;40,58;-0,59;4,1;4,18;7,5;-5,59;0,59;3,51;2,43;-7,32;0,03;-5,99;0,69;0,31;2,47;-1,23;-7,54;;10,49;0,37;6095022637,5;34;2,0;13,0;Tecidos. Vestuário e Calçados;Vestuário;Consumo Cíclico;;-26,63;02/20/24 12:07
562;HOTEIS OTHON S.A.;HOOT3;0,0;0,0;0,0;0,0;0,0;0,07;69,54;112,13;92,4;0,0;0,0;0,0;0,27;-60,53;25,13;-62,58;;-0,07;-0,42;1,48;0,12;0,0;-3,08;;-11,37;6,88;22341418,02;27;2,0;11,0;Hoteis e Restaurantes;Hotelaria;Consumo Cíclico;;;02/20/24 12:07
562;HOTEIS OTHON S.A.;HOOT4;2,83;0,41;-0,25;0,34;0,1;0,07;69,54;112,13;92,4;0,38;-0,17;-0,11;0,27;-60,53;25,13;-62,58;;-0,07;-0,42;1,48;0,12;0,03;-3,08;20762,0;-11,37;6,88;22341418,02;27;2,0;11,0;Hoteis e Restaurantes;Hotelaria;Consumo Cíclico;;;02/20/24 12:07
417;HYPERA S.A.;HYPE3;32,97;11,81;1,83;7,76;0,86;10,59;63,15;32,88;21,6;2,55;5,47;-1,29;0,34;15,53;7,29;12,12;0,67;2,83;0,47;0,53;1,89;1,3;16,61;91468062,97;17,98;2,79;20883884534,31;77;7,0;36,0;Comércio e Distribuição;Medicamentos e Outros Produtos;Saúde;4,03;12,88;02/20/24 12:07
336;BCO INDUSVAL S.A.;IDVL3;2,16;-0,99;0,93;-3,81;0,06;-3,84;-18,91;-40,19;-154,6;1,53;0,48;-0,13;0,04;-94,38;-5,67;;;;0,06;0,94;1,26;0,0;-32,17;;2,31;-2,18;224007574,38;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;;;02/20/24 12:07
336;BCO INDUSVAL S.A.;IDVL4;2,67;-1,22;1,16;-4,71;0,07;-3,84;-18,91;-40,19;-154,6;1,89;0,59;-0,16;0,04;-94,38;-5,67;;;;0,06;0,94;1,26;0,0;-32,17;;2,31;-2,18;224007574,38;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;;;02/20/24 12:07
771;INFRACOMMERCE CXAAS S.A.;IFCM3;1,37;-3,41;0,64;-25,04;0,27;-40,96;43,4;-3,27;-24,04;0,82;-33,56;-0,37;0,33;-18,75;-7,99;-1,72;0,41;-15,93;0,43;0,57;0,97;-0,19;;11123969,68;2,14;-0,4;873149652,81;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;;;02/20/24 12:07
309;IGB ELETRÔNICA S/A;IGBR3;175,99;0,56;-0,34;0,5;1,04;1,06;100,0;6032,01;5379,32;30,26;-0,99;-2,15;0,03;-60,1;184,1;-146,75;;0,56;-3,06;4,06;0,33;0,0;-7,98;250175,33;-520,56;312,87;220074791,04;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;;;02/20/24 12:07
563;IGUA SANEAMENTO S.A.;IGSN3;0,0;0,0;0,0;0,0;0,0;23,19;32,05;12,01;-21,54;0,0;0,0;0,0;0,19;-17,85;-4,02;0,38;2,31;23,19;0,23;0,77;2,85;0,0;29,48;;6,26;-1,12;0,0;84;10,0;43,0;Água e Saneamento;Água e Saneamento;Utilidade Pública;;;02/20/24 12:07
310;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;IGTA3;33,0;68,93;1,88;10,21;0,97;12,36;62,04;54,08;8,01;5,52;81,71;-1,24;0,18;2,73;1,4;9,68;0,4;2,16;0,51;0,48;1,06;0,31;7,55;;17,55;0,48;5758073079,0;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;;-17,47;02/20/24 12:07
311;JEREISSATI PARTICIPACOES S.A.;IGTI11;23,49;34,46;2,31;16,37;1,32;13,73;61,96;51,62;24,53;8,45;16,38;-1,64;0,16;6,7;3,83;8,12;0,44;3,14;0,57;0,43;1,71;0,02;7,95;59327973,35;10,17;0,68;6203921114,7;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;1,56;28,92;02/20/24 12:07
311;JEREISSATI PARTICIPACOES S.A.;IGTI3;2,86;12,59;0,84;5,98;0,48;13,73;61,96;51,62;24,53;3,09;5,98;-0,6;0,16;6,7;3,83;8,12;0,44;3,14;0,57;0,43;1,71;0,01;7,95;299341,71;3,39;0,23;6203921114,7;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;1,83;28,92;02/20/24 12:07
311;JEREISSATI PARTICIPACOES S.A.;IGTI4;10,17;44,76;3,0;21,27;1,71;13,73;61,96;51,62;24,53;10,98;21,27;-2,13;0,16;6,7;3,83;8,12;0,44;3,14;0,57;0,43;1,71;0,03;7,95;4073,83;3,39;0,23;6203921114,7;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;1,54;28,92;02/20/24 12:07
183;INEPAR S.A. INDUSTRIA E CONSTRUCOES;INEP3;3,82;-0,46;-0,09;-1,45;0,14;-9,07;-81,15;-1248,74;-3918,33;18,07;-0,13;-0,15;0,01;-20,32;-29,52;15,1;;-7,69;-1,45;2,45;0,08;0,0;-23,07;235581,76;-40,76;-8,28;161572211,9;8;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Bens Industriais;;;02/20/24 12:07
183;INEPAR S.A. INDUSTRIA E CONSTRUCOES;INEP4;3,21;-0,39;-0,08;-1,22;0,11;-9,07;-81,15;-1248,74;-3918,33;15,18;-0,11;-0,13;0,01;-20,32;-29,52;15,1;;-7,69;-1,45;2,45;0,08;0,0;-23,07;174930,21;-40,76;-8,28;161572211,9;8;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Bens Industriais;;;02/20/24 12:07
564;INTER CONSTRUTORA E INCORPORADORA S.A.;INNT3;0,0;0,0;0,0;0,0;0,0;5,13;26,13;11,28;9,78;0,0;0,0;0,0;0,39;24,48;3,82;8,98;1,45;5,13;0,16;0,84;0,83;0,0;30,4;;1,94;0,48;0,0;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;;13,32;02/20/24 12:07
674;INTELBRAS S.A. IND DE TELEC ELETRONICA BRASILEIRA;INTB3;20,24;12,73;2,69;13,54;1,4;12,99;31,46;11,78;12,53;1,59;3,09;-5,14;0,88;21,1;11,04;13,25;-0,11;-0,54;0,52;0,47;2,68;0,53;23,09;23621337,97;7,53;1,59;6630848866,4;81;8,0;40,0;Computadores e Equipamentos;Computadores e Equipamentos;Tecnologia da Informação;1,03;23,17;02/20/24 12:07
360;IRB - BRASIL RESSEGUROS S.A.;IRBR3;41,26;90,21;0,81;-6,16;0,16;-6,16;-1,79;-8,51;0,58;0,52;-1,28;-0,41;0,3;0,9;0,17;;;;0,19;0,81;0,83;-0,87;8,26;62873028,24;50,69;0,46;3394171875,12;59;4,0;26,0;Previdência e Seguros;Seguradoras;Financeiro e Outros;;-47,29;02/20/24 12:07
431;ITAUTEC S.A. - GRUPO ITAUTEC;ITEC3;40,1;-35,12;22,04;-13,85;9,22;-13,21;-121,18;-18852,94;-7435,88;2611,73;25,42;-16,7;0,0;-62,76;-26,24;-174,07;-1,02;0,64;0,42;0,58;5,23;1,36;-75,29;;1,82;-1,14;443994658,6;81;8,0;40,0;Computadores e Equipamentos;Computadores e Equipamentos;Tecnologia da Informação;;;02/20/24 12:07
345;ITAUSA INVESTIMENTOS ITAU S.A.;ITSA3;10,77;8,06;1,4;7,29;1,08;7,47;33,55;205,76;186,19;15,0;22,33;-1,23;0,07;17,31;13,43;15,74;0,04;0,19;0,78;0,18;1,65;-1,76;11,3;1959338,29;7,72;1,34;111166380899,99;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;5,43;11,13;02/20/24 12:07
345;ITAUSA INVESTIMENTOS ITAU S.A.;ITSA4;10,79;8,07;1,4;7,3;1,08;7,47;33,55;205,76;186,19;15,03;22,37;-1,24;0,07;17,31;13,43;15,74;0,04;0,19;0,78;0,18;1,65;-1,76;11,3;186380635,09;7,72;1,34;111166380899,99;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;5,42;11,13;02/20/24 12:07
344;ITAU UNIBANCO HOLDING S.A.;ITUB3;30,7;9,45;1,64;7,91;0,12;8,5;30,03;9,92;8,3;0,79;;-0,12;0,15;17,34;1,27;;;;0,07;0,92;;0,81;13,63;13513528,91;18,73;3,25;323202396794,31;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;4,09;6,54;02/20/24 12:07
344;ITAU UNIBANCO HOLDING S.A.;ITUB4;35,69;10,99;1,91;9,2;0,14;8,5;30,03;9,92;8,3;0,91;;-0,14;0,15;17,34;1,27;;;;0,07;0,92;;0,94;13,63;809344366,18;18,73;3,25;323202396794,31;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;3,52;6,54;02/20/24 12:07
678;JALLES MACHADO S.A.;JALL3;7,45;3,59;1,13;2,41;0,35;5,33;30,06;49,3;33,06;1,19;1,35;-0,56;0,29;31,57;9,61;15,97;1,38;2,93;0,3;0,7;2,96;0,0;;4938449,32;6,58;2,08;2261386886,8;43;3,0;17,0;Alimentos Processados;Açucar e Alcool;Consumo não Cíclico;5,94;;02/20/24 12:07
293;JBS S.A.;JBSS3;22,09;40,62;1,17;-2,64;0,23;-6,97;-5,62;-5,15;0,33;0,14;1,38;-0,38;1,68;2,87;0,56;-15,01;1,92;-4,33;0,2;0,79;1,7;-0,43;18,1;114362411,03;18,92;0,54;48998190613,3;45;3,0;17,0;Alimentos Processados;Carnes e Derivados;Consumo não Cíclico;4,53;17,69;02/20/24 12:07
237;JOAO FORTES ENGENHARIA S.A.;JFEN3;1,8;-0,86;-0,06;-0,48;0,03;-7,9;-5,72;-93,39;-52,51;0,45;-0,15;-0,16;0,08;-6,43;-4,04;76,59;;-7,41;-0,63;1,72;0,78;0,01;-47,18;53904,09;-32,5;-2,09;37873373,4;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;;;02/20/24 12:07
236;JHSF PARTICIPACOES S.A.;JHSF3;4,28;7,35;0,58;4,08;0,27;7,67;53,4;47,37;26,29;1,93;1,46;-0,38;0,14;7,85;3,68;6,98;0,51;3,59;0,47;0,5;2,85;-0,14;39,82;12386076,76;7,42;0,58;2907526155,48;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;9,02;;02/20/24 12:07
289;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;JOPA3;21,0;32,81;0,39;2,2;0,09;8,04;19,84;4,76;0,32;0,1;0,25;-0,36;0,9;1,19;0,29;4,44;1,03;5,83;0,24;0,68;2,07;-0,42;16,21;7044,71;53,92;0,64;223911091,4;44;3,0;17,0;Alimentos Processados;Alimentos Diversos;Consumo não Cíclico;3,91;-18,77;02/20/24 12:07
289;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;JOPA4;33,8;52,81;0,63;3,54;0,15;8,04;19,84;4,76;0,32;0,17;0,4;-0,59;0,9;1,19;0,29;4,44;1,03;5,83;0,24;0,68;2,07;-0,67;16,21;3380,0;53,92;0,64;223911091,4;44;3,0;17,0;Alimentos Processados;Alimentos Diversos;Consumo não Cíclico;2,67;-18,77;02/20/24 12:07
635;JSL S.A.;JSLG3;10,82;8,31;1,84;2,57;0,29;6,79;18,55;17,05;5,27;0,44;2,51;-0,42;0,67;22,15;3,52;15,03;3,03;4,22;0,16;0,84;1,64;0,06;-3,66;4331427,41;5,88;1,3;3099184263,96;18;1,0;6,0;Transporte;Transporte Rodoviário;Bens Industriais;2,93;;02/20/24 12:07
184;KEPLER WEBER S.A.;KEPL3;9,52;6,48;2,51;5,07;1,24;4,73;32,03;22,32;17,47;1,13;4,54;-3,77;1,09;38,76;19,12;28,93;-0,16;-0,33;0,49;0,51;1,68;-0,26;25,71;10282943,29;3,79;1,47;1707341235,0;8;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Bens Industriais;9,02;;02/20/24 12:07
376;KLABIN S.A.;KLBN11;21,52;8,4;2,17;5,38;0,47;10,03;39,1;24,14;15,48;1,3;3,32;-0,63;0,36;25,81;5,57;8,05;1,87;4,65;0,22;0,74;2,16;-0,22;19,06;66040685,71;9,93;2,56;24179410421,82;65;5,0;30,0;Madeira e Papel;Papel e Celulose;Materiais Básicos;5,64;40,17;02/20/24 12:07
376;KLABIN S.A.;KLBN3;4,29;8,37;2,16;5,37;0,47;10,03;39,1;24,14;15,48;1,3;3,31;-0,63;0,36;25,81;5,57;8,05;1,87;4,65;0,22;0,74;2,16;-0,22;19,06;1778014,94;1,99;0,51;24179410421,82;65;5,0;30,0;Madeira e Papel;Papel e Celulose;Materiais Básicos;5,66;40,17;02/20/24 12:07
376;KLABIN S.A.;KLBN4;4,29;8,37;2,16;5,37;0,47;10,03;39,1;24,14;15,48;1,3;3,31;-0,63;0,36;25,81;5,57;8,05;1,87;4,65;0,22;0,74;2,16;-0,22;19,06;8091081,59;1,99;0,51;24179410421,82;65;5,0;30,0;Madeira e Papel;Papel e Celulose;Materiais Básicos;5,66;40,17;02/20/24 12:07
